Entrega;Destinatario mcía.;Nombre destinatario de mercancías;Documento compras;Material;Descripción de posición;Posición;Cantidad entrega;Un.medida venta;Fe.prefer.entrega;Peso total;Unidad de peso;Volumen;Unidad de volumen;Fecha de creación de entrega;Estado de picking;Fecha de picking;Modificado el;Grupo;Fecha de creación;Creado por;Descripción;Fe.mov.mcía.real;Organización ventas;Categoría posición;Lote;Almacén;Centro;Prioridad de entrega;Estado de picking
8000035179;9000000023;00314 CASA Olavarría;1000030906;1001876;CINTA EMBALAR TRANSPARENTE 48MM X 100 MT;900002;20;UN;26/6/2023;3,940;KG;9,503;DM3;13/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MLAP;TAN;166020A;2000;MR01;0;C
8000035179;9000000023;00314 CASA Olavarría;1000030906;1001993;ELECTRODO X 3,25 MM X KG;900003;3;UN;26/6/2023;3;KG;1,319;DM3;13/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MLAP;TAN;9251A;2000;MR01;0;C
8000035179;9000000023;00314 CASA Olavarría;1000030906;1001993;ELECTRODO X 3,25 MM X KG;900004;27;UN;26/6/2023;27;KG;11,875;DM3;13/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MLAP;TAN;1373A;2000;MR01;0;C
8000035179;9000000023;00314 CASA Olavarría;1000030906;1001933;DISCO REFORZADO;900005;20;UN;26/6/2023;0,860;KG;0,529;DM3;13/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MLAP;TAN;26858A;2000;MR01;0;C
8000035169;9000000033;00341 Mov. Suelos San Luis;1000030997;8114;CAMION VOLCADOR VOL VM 330 6X4 (17MTS3);861;1;UN;12/6/2023;1;KG;0;DM3;13/6/2023;C;12/6/2023;;;;SBUCHER;;12/6/2023;MLAP;ZPEQ;;MR05;MR01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1002236;BULON PARA CUCHILLA XUN;10;90;UN;29/6/2023;13,500;KG;5,670;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST0924;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1002322;TUERCA X UN;20;90;UN;29/6/2023;4,950;KG;0,954;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST1841;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003087;FILTRO COMBUSTIBLE;30;4;UN;29/6/2023;0,736;KG;4,600;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;COMP290822;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003088;FILTRO AIRE;40;2;UN;29/6/2023;1,140;KG;10,888;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST31958;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1002951;FILTRO DE COMBUSTIBLE ALTERNATIVO;50;3;UN;29/6/2023;0,900;KG;1,536;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST2886;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003241;MANN CF1651;60;5;UN;29/6/2023;4,050;KG;78,030;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST2848;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1016168;FILTRO LINEA MARTILLO HIDRAULICO;70;1;UN;29/6/2023;0;KG;2,541;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;COMP240123;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1002932;FILTRO ACEITE;80;8;UN;29/6/2023;9,216;KG;27,508;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;F5-589;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003120;FILTRO DE COMBUSTIBLE;90;0;UN;29/6/2023;0;KG;0;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;;2000;MM01;0;
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003094;FILTRO DE DRENAJE BOMBA;100;3;UN;29/6/2023;0,330;KG;1,080;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST3419;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1001790;ACEITE 15W40  X 205L;110;5;UN;29/6/2023;965;KG;1.480,160;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;COMP161222;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1001804;GRASA LITIO LIMIT MO-2 (NEGRA) X 180 KG;130;2;UN;29/6/2023;360;KG;598,792;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;FST274;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1004317;ACEITE CAJA DE CAMBIOS x 205LTS;140;1;UN;29/6/2023;0;KG;0;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;R3-3044;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1001786;ACEITE ISO 46 HIDRAULICO  X 205L;150;3;UN;29/6/2023;579;KG;893,142;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST14441;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1013716;GRASA 90002915 1415ASC P/BARRAS UN;160;4;UN;29/6/2023;0;KG;0;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RSX;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1001819;REFRIGERANTE VOLVO VCS X20LT;170;8;UN;29/6/2023;180;KG;197,120;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST55988;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003046;FILTRO AIRE SECUNDARIO;180;3;UN;29/6/2023;4,140;KG;62,814;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;COMP130123;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003126;FILTRO SECADO DE AIRE;190;3;UN;29/6/2023;4,140;KG;14,739;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;RST3168;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003120;FILTRO DE COMBUSTIBLE;900001;6;UN;29/6/2023;5,700;KG;14,520;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MRIVEROS;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;TAN;FA30076;2000;MM01;0;C
8000035168;9000000010;00035 CASA SAN LUIS-MM;1000030749;1003120;FILTRO DE COMBUSTIBLE;900002;3;UN;29/6/2023;2,850;KG;7,260;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MRIVEROS;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;TAN;RST3201;2000;MM01;0;C
8000035167;9000000010;00035 CASA SAN LUIS-MM;1000030706;1004242;FUNDA BUTACA-BUTACA CUERINA NEGRA;10;1;UN;29/6/2023;1,580;KG;11,316;DM3;13/6/2023;C;13/6/2023;14/6/2023;1610;14/6/2023;MLARRETA;6 CAMIONERA 15/06/2023;14/6/2023;MMAP;ZPCS;30575A;2000;MM01;0;C
8000035158;9000000025;00223 Comp Amb Santa Fe;1000028122;1013571;GASOIL DIESEL 500;10;40.000;UN;20/9/2023;0;KG;0;DM3;12/6/2023;C;20/6/2023;12/6/2023;;;PBASILIO;;12/6/2023;MLAP;ZPNI;1616364;0223;MR01;2;C
8000035152;9000000025;00223 Comp Amb Santa Fe;1000030892;1015947;BULON RUEDA 22X120 MM ALUM;10;4;UN;3/7/2023;0;KG;0;DM3;12/6/2023;C;3/7/2023;12/6/2023;;;PBASILIO;;12/6/2023;MLAP;ZPNS;FA 9520;0223;MR01;0;C
8000035152;9000000025;00223 Comp Amb Santa Fe;1000030892;1015947;TUERCA RUEDA 22X1.5MM;20;4;UN;3/7/2023;0;KG;0;DM3;12/6/2023;C;3/7/2023;12/6/2023;;;PBASILIO;;12/6/2023;MLAP;ZPNS;FA 9520;0223;MR01;0;C
8000035146;9000000025;00223 Comp Amb Santa Fe;1000029151;1013318;CAMARA IP;10;1;UN;24/7/2023;0;KG;0;DM3;12/6/2023;C;12/6/2023;16/11/2023;1592;12/6/2023;BCALGARO;1 wp 223;12/6/2023;MLAP;ZPNS;;2001;MR01;2;C
8000035115;9000000033;00341 Mov. Suelos San Luis;1000030875;5802;PERFORADORA ATLAS COPCO ROC F9-11;851;1;UN;10/6/2023;1;KG;0;DM3;12/6/2023;C;10/6/2023;;;;SBUCHER;;10/6/2023;MLAP;ZPEQ;;MR05;MR01;0;C
8000035109;9000000033;00341 Mov. Suelos San Luis;1000028145;1012900;GRASERA NEUM LINCOLN  926 P TAMBOR 208KG;10;1;UN;11/5/2023;0;KG;0;DM3;12/6/2023;C;12/6/2023;12/6/2023;1589;12/6/2023;BCALGARO;1 jb 314;12/6/2023;MLAP;ZPNS;20401A;2001;MR01;0;C
8000035099;9000000023;00314 CASA Olavarría;1000030472;1002438;UNAS;20;5;UN;19/6/2023;78,500;KG;30,380;DM3;12/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MMAP;ZPCS;2382A2;3000;MM01;0;C
8000035098;9000000023;00314 CASA Olavarría;1000028922;1002439;PASADOR;10;4;UN;20/5/2023;3,340;KG;0,520;DM3;12/6/2023;C;14/6/2023;26/6/2023;1649;21/6/2023;EJUAREZ;4 jb 314;26/6/2023;MMAP;ZPCS;2382A1;3000;MM01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002425;BULONES PARA SEGMENTOS DE CORTE;10;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002414;ARANDELAS PARA BULON DE CUCHILLAS TALON;20;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002628;FILTRO AIRE CABINA XUN;30;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002543;FILTRO AIRE XUN;40;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002837;FILTRO COMBUSTIBLE;80;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002836;FILTRO AIRE XUN;90;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1003565;RETEN CORTECO;100;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1003832;RETEN MAZA TRASERA (SEC) TRAKKER 380;110;0;UN;26/6/2023;0;KG;0;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002425;BULONES PARA SEGMENTOS DE CORTE;900001;16;UN;26/6/2023;2,400;KG;0,713;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;1996R3;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002414;ARANDELAS PARA BULON DE CUCHILLAS TALON;900002;3;UN;26/6/2023;0,105;KG;0,011;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;883;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002414;ARANDELAS PARA BULON DE CUCHILLAS TALON;900003;17;UN;26/6/2023;0,595;KG;0,064;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;4357A;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002628;FILTRO AIRE CABINA XUN;900004;1;UN;26/6/2023;0,310;KG;3,958;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;10848A1;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002628;FILTRO AIRE CABINA XUN;900005;2;UN;26/6/2023;0,620;KG;7,917;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;312861X4;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002543;FILTRO AIRE XUN;900006;6;UN;26/6/2023;1,926;KG;20,717;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;2903A;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002837;FILTRO COMBUSTIBLE;900007;1;UN;26/6/2023;0,129;KG;0,729;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;35231A4;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002837;FILTRO COMBUSTIBLE;900008;1;UN;26/6/2023;0,129;KG;0,729;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;1280A;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002836;FILTRO AIRE XUN;900009;1;UN;26/6/2023;0,715;KG;9,011;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;35231A5;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1002836;FILTRO AIRE XUN;900010;1;UN;26/6/2023;0,715;KG;9,011;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;39649A;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1003565;RETEN CORTECO;900011;2;UN;26/6/2023;0,380;KG;1,600;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;254A;2000;MR01;0;C
8000035094;9000000025;00223 Comp Amb Santa Fe;1000030835;1003832;RETEN MAZA TRASERA (SEC) TRAKKER 380;900012;2;UN;26/6/2023;0,440;KG;1,200;DM3;12/6/2023;C;14/6/2023;21/6/2023;1627;15/6/2023;EJUAREZ;1 wp 223;21/6/2023;MLAP;TAN;254A;2000;MR01;0;C
8000035052;9000000025;00223 Comp Amb Santa Fe;1000026005;1015947;20Y-01 B4010- CORREA;10;1;UN;31/3/2023;0;KG;0;DM3;9/6/2023;C;5/4/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;4500039317;0223;MR01;2;C
8000035047;9000000025;00223 Comp Amb Santa Fe;1000029754;1015947;AL119566-RADIADOR ENFRIADOR;10;1;UN;23/5/2023;0;KG;0;DM3;9/6/2023;C;23/5/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;4500044624;0223;MR01;2;C
8000035027;9000000023;00314 CASA Olavarría;1000028663;1013571;GASOIL DIESEL 500;10;36.826;UN;31/8/2023;0;KG;0;DM3;9/6/2023;C;4/10/2023;;;;BDEGENHART;;9/6/2023;MMAP;ZPNS;R6-1364077;0026;MM01;1;C
8000035014;9000000033;00341 Mov. Suelos San Luis;1000029859;1009585;TALO LIBRETA DE MAQUINISTA 50H X DUPLICA;10;50;UN;12/6/2023;0;KG;0;DM3;9/6/2023;C;9/6/2023;12/6/2023;1589;12/6/2023;BCALGARO;1 jb 314;12/6/2023;MLAP;ZPNS;150A;2001;MR01;0;C
8000035009;9000000025;00223 Comp Amb Santa Fe;1000030765;1012846;ANALISIS EFLUENTES;10;1;UN;30/6/2023;0;KG;0;DM3;9/6/2023;C;30/6/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;FC 15215;0223;MR01;0;C
8000035006;9000000025;00223 Comp Amb Santa Fe;1000030769;1012846;ANALISIS EFLUENTES;10;1;UN;30/6/2023;0;KG;0;DM3;9/6/2023;C;30/6/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;FC 15207;0223;MR01;0;C
8000035002;9000000023;00314 CASA Olavarría;1000030472;1003678;CHISEL (W P);30;1;UN;19/6/2023;0;KG;0;DM3;9/6/2023;C;9/6/2023;15/6/2023;1578;9/6/2023;BCALGARO;1 jb 314;15/6/2023;MMAP;ZPCS;COMP090623;3000;MM01;0;C
8000034991;9000000025;00223 Comp Amb Santa Fe;1000030483;1010159;ESCORIA DE ACERIA 50-75;10;29,670;T;31/7/2023;0;KG;0;DM3;9/6/2023;C;13/6/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;RTO 149406;0223;MR01;1;C
8000034990;9000000023;00314 CASA Olavarría;1000030501;1001698;GUANTE ALGODON MOTEADO;10;48;UN;19/6/2023;2,976;KG;14,784;DM3;9/6/2023;C;22/6/2023;;;;BDEGENHART;;9/6/2023;MMAP;ZPNS;F9883;0026;MM01;0;C
8000034987;9000000023;00314 CASA Olavarría;1000028663;1013571;GASOIL DIESEL 500;10;36.822;UN;31/8/2023;0;KG;0;DM3;9/6/2023;C;4/10/2023;;;;BDEGENHART;;9/6/2023;MMAP;ZPNS;R6-1364029;0026;MM01;1;C
8000034986;9000000025;00223 Comp Amb Santa Fe;1000030483;1010159;ESCORIA DE ACERIA 50-75;10;29,880;T;31/7/2023;0;KG;0;DM3;9/6/2023;C;13/6/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;RTO 149459;0223;MR01;1;C
8000034981;9000000025;00223 Comp Amb Santa Fe;1000030483;1010159;ESCORIA DE ACERIA 50-75;10;28,870;T;31/7/2023;0;KG;0;DM3;9/6/2023;C;13/6/2023;9/6/2023;;;PBASILIO;;9/6/2023;MLAP;ZPNS;RTO 149861;0223;MR01;1;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001773;CHALECOMICROPERFAMARILLOCONREFLECTIVO;10;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001687;ANTEOJO INCOLORO;30;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001703;GUANTE ALGODON LAMINADO PALMA LATEX;40;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001971;ESMALTE SINT. AEROSOL ROJO X 440CC;50;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001717;PROTECTOR FACIAL BURBUJA INCOLORO;60;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001701;GUANTE NITRILO AZUL PUNO ELASTIZADO;80;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001871;RESMA DE HOJA A4 70GR. X UN;90;7;UN;29/6/2023;15,890;KG;22,050;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;166590A;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001961;CINTA AISLADORA NEGRA X10MT;100;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001890;ABSORBENTE MINERAL DE HIDROCARBUROS X KG;110;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001949;CANDADO 30MM XUN;120;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001950;CANDADO 40MM XUN;130;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001951;CANDADO 50MM XUN;140;0;UN;29/6/2023;0;KG;0;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;ZPCS;;2000;MR01;0;
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001773;CHALECOMICROPERFAMARILLOCONREFLECTIVO;900001;31;UN;29/6/2023;1,860;KG;7,130;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;9010A;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001773;CHALECOMICROPERFAMARILLOCONREFLECTIVO;900002;29;UN;29/6/2023;1,740;KG;6,670;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;9011A;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001687;ANTEOJO INCOLORO;900003;60;UN;29/6/2023;1,380;KG;15,120;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;11426;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001703;GUANTE ALGODON LAMINADO PALMA LATEX;900004;50;UN;29/6/2023;2,950;KG;25;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;200013304C;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001971;ESMALTE SINT. AEROSOL ROJO X 440CC;900005;4;UN;29/6/2023;1,560;KG;3,380;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;8251A;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001971;ESMALTE SINT. AEROSOL ROJO X 440CC;900006;11;UN;29/6/2023;4,290;KG;9,295;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;5699R;2000;MR01;0;C
8000034953;9000000033;00341 Mov. Suelos San Luis;1000030746;1001717;PROTECTOR FACIAL BURBUJA INCOLORO;900007;5;UN;29/6/2023;0,880;KG;33,605;DM3;9/6/2023;C;14/6/2023;22/6/2023;1652;21/6/2023;EJUAREZ;1 wp 341;22/6/2023;MLAP;TAN;5597X;2000;MR01;0;C
